,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,assembly,experiment_id,SRA_id,fasta_file,Sample
SRR28230557,2023-06-22,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230557,SRX23841840,,
SRR28230558,2023-06-21,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230558,SRX23841839,,
SRR28230561,2023-06-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230561,SRX23841836,,
SRR28230562,2023-06-20,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230562,SRX23841835,,
SRR28230564,2023-06-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230564,SRX23841833,,
SRR28230565,2023-06-18,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230565,SRX23841832,,
SRR28230566,2023-06-16,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230566,SRX23841831,,
SRR28230559,2023-06-15,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230559,SRX23841838,,
SRR28230567,2023-06-15,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230567,SRX23841830,,
SRR28230560,2023-06-13,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230560,SRX23841837,,
SRR28230568,2023-06-11,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230568,SRX23841829,,
SRR28230570,2023-06-06,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230570,SRX23841827,,
SRR28230572,2023-06-04,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230572,SRX23841825,,
SRR28230575,2023-06-04,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230575,SRX23841822,,
SRR28230576,2023-05-31,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230576,SRX23841598,,
SRR28230260,2023-05-31,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230260,SRX23841596,,
SRR28230261,2023-05-30,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230261,SRX23841595,,
SRR28230266,2023-05-30,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230266,SRX23841590,,
SRR28230571,2023-05-30,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230571,SRX23841826,,
SRR28230264,2023-05-29,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230264,SRX23841592,,
SRR28230265,2023-05-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230265,SRX23841591,,
SRR28230262,2023-05-28,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230262,SRX23841594,,
SRR28230268,2023-05-26,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230268,SRX23841588,,
SRR28230263,2023-05-25,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230263,SRX23841593,,
SRR28230269,2023-05-24,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230269,SRX23841587,,
SRR28230275,2023-05-23,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230275,SRX23841581,,
SRR28230270,2023-05-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230270,SRX23841586,,
SRR28230273,2023-05-22,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230273,SRX23841583,,
SRR28230274,2023-05-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230274,SRX23841582,,
SRR28230271,2023-05-21,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230271,SRX23841585,,
SRR28230276,2023-05-18,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230276,SRX23841580,,
SRR28230272,2023-05-18,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230272,SRX23841584,,
SRR28230277,2023-05-17,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230277,SRX23841579,,
SRR28230279,2023-05-16,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230279,SRX23841577,,
SRR28230282,2023-05-15,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230282,SRX23841574,,
SRR28230283,2023-05-14,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230283,SRX23841573,,
SRR28230280,2023-05-14,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230280,SRX23841576,,
SRR28230284,2023-05-12,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230284,SRX23841572,,
SRR28230286,2023-05-10,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230286,SRX23841821,,
SRR28230285,2023-05-10,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230285,SRX23841571,,
SRR28230281,2023-05-09,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230281,SRX23841575,,
SRR28230577,2023-05-09,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230577,SRX23841820,,
SRR28230578,2023-05-09,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230578,SRX23841819,,
SRR28230583,2023-05-08,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230583,SRX23841814,,
SRR28230584,2023-05-07,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230584,SRX23841813,,
SRR28230581,2023-05-07,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230581,SRX23841816,,
SRR28230580,2023-05-05,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230580,SRX23841817,,
SRR28230585,2023-05-03,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230585,SRX23841812,,
SRR28230587,2023-05-02,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230587,SRX23841810,,
SRR28230586,2023-05-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230586,SRX23841811,,
SRR28230582,2023-05-02,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230582,SRX23841815,,
SRR28230592,2023-05-01,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230592,SRX23841805,,
SRR28230593,2023-04-30,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230593,SRX23841804,,
SRR28230589,2023-04-30,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230589,SRX23841808,,
SRR28230588,2023-04-28,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230588,SRX23841809,,
SRR28230594,2023-04-26,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230594,SRX23841803,,
SRR28230591,2023-04-26,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230591,SRX23841806,,
SRR28230595,2023-04-25,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230595,SRX23841802,,
SRR28230596,2023-04-25,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230596,SRX23841801,,
SRR28230597,2023-04-24,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230597,SRX23841800,,
SRR28230602,2023-04-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230602,SRX23841795,,
SRR28230599,2023-04-20,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230599,SRX23841798,,
SRR28230598,2023-04-20,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230598,SRX23841799,,
SRR28230603,2023-04-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230603,SRX23841794,,
SRR28230604,2023-04-18,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230604,SRX23841793,,
SRR28230600,2023-04-18,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230600,SRX23841797,,
SRR28230605,2023-04-18,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230605,SRX23841792,,
SRR28230609,2023-04-17,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230609,SRX23841788,,
SRR28230610,2023-04-16,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230610,SRX23841787,,
SRR28230606,2023-04-16,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230606,SRX23841791,,
SRR28230611,2023-04-12,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230611,SRX23841786,,
SRR28230613,2023-04-11,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230613,SRX23841784,,
SRR28230616,2023-04-11,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230616,SRX23841781,,
SRR28230614,2023-04-10,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230614,SRX23841783,,
SRR28230615,2023-04-09,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230615,SRX23841782,,
SRR28230607,2023-04-09,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230607,SRX23841790,,
SRR28230617,2023-04-06,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230617,SRX23841780,,
SRR28230618,2023-04-05,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230618,SRX23841779,,
SRR28230608,2023-04-04,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230608,SRX23841789,,
SRR28230620,2023-04-04,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230620,SRX23841777,,
SRR28230622,2023-04-03,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230622,SRX23841775,,
SRR28230624,2023-04-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230624,SRX23841773,,
SRR28230621,2023-03-30,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230621,SRX23841776,,
SRR28230619,2023-03-30,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230619,SRX23841778,,
SRR28230625,2023-03-29,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230625,SRX23841772,,
SRR28230626,2023-03-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230626,SRX23841771,,
SRR28230628,2023-03-26,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230628,SRX23841769,,
SRR28230631,2023-03-22,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230631,SRX23841766,,
SRR28230633,2023-03-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230633,SRX23841570,,
SRR28230287,2023-03-21,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230287,SRX23841569,,
SRR28230627,2023-03-21,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230627,SRX23841770,,
SRR28230290,2023-03-20,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230290,SRX23841566,,
SRR28230629,2023-03-20,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230629,SRX23841768,,
SRR28230630,2023-03-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230630,SRX23841767,,
SRR28230292,2023-03-19,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230292,SRX23841564,,
SRR28230291,2023-03-17,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230291,SRX23841565,,
SRR28230293,2023-03-16,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230293,SRX23841563,,
SRR28230294,2023-03-14,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230294,SRX23841562,,
SRR28230295,2023-03-09,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230295,SRX23841561,,
SRR28230297,2023-03-08,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230297,SRX23841559,,
SRR28230299,2023-03-07,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230299,SRX23841557,,
SRR28230298,2023-03-07,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230298,SRX23841558,,
SRR28230302,2023-03-06,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230302,SRX23841554,,
SRR28230303,2023-03-05,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230303,SRX23841553,,
SRR28230296,2023-03-05,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230296,SRX23841560,,
SRR28230301,2023-03-03,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230301,SRX23841555,,
SRR28230310,2023-03-01,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230310,SRX23841546,,
SRR28230306,2023-03-01,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230306,SRX23841550,,
SRR28230304,2023-02-28,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230304,SRX23841552,,
SRR28230307,2023-02-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230307,SRX23841549,,
SRR28230312,2023-02-27,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230312,SRX23841544,,
SRR28230308,2023-02-27,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230308,SRX23841548,,
SRR28230309,2023-02-26,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230309,SRX23841547,,
SRR28230305,2023-02-23,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230305,SRX23841551,,
SRR28230469,2023-02-21,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230469,SRX23841929,,
